Assignment,Organization Name
5033,MAYAN NETWORKS
5045,"RIOWORKS SOLUTIONS, INC."
00502b,GENRAD LTD.
00502e,CAMBEX CORPORATION
00506e,CORDER ENGINEERING CORPORATION
00502c,"SOYO COMPUTER, INC."
50000000,HAKUSAN CORPORATION
00d0cd,ATAN TECHNOLOGY INC.
00d040,"SYSMATE CO., LTD."
00d08c,"GENOA TECHNOLOGY, INC."
00d059,AMBIT MICROSYSTEMS CORP.
00d0a9,"SHINANO KENSHI CO., LTD."
00d0dd,"SUNRISE TELECOM, INC."
00d0e6,IBOND INC.
00d0d1,Sycamore Networks
00d01a,URMET  TLC S.P.A.
00d06a,LINKUP SYSTEMS CORPORATION
00d089,"DYNACOLOR, INC."
0050f8,"ENTREGA TECHNOLOGIES, INC."
5042,"SCI MANUFACTURING SINGAPORE PTE, LTD."
0050c0,"GATAN, INC."
5051,"IWATSU ELECTRIC CO., LTD."
0050bb,CMS TECHNOLOGIES
5062,KOUWELL ELECTRONICS CORP.  **
0050d5,AD SYSTEMS CORP.
0050f3,"GLOBAL NET INFORMATION CO., Ltd."
0050be,FAST MULTIMEDIA AG
00506f,G-CONNECT
5068,ELECTRONIC INDUSTRIES ASSOCIATION
00501c,"JATOM SYSTEMS, INC."
5092,Rigaku Corporation Osaka Plant
00507a,"XPEED, INC."
00504f,OLENCOM ELECTRONICS
0050d7,TELSTRAT
0050f6,PAN-INTERNATIONAL INDUSTRIAL CORP.
00506c,Beijer Electronics Products AB
5044,ASACA CORPORATION
00500e,"CHROMATIS NETWORKS, INC."
0050eb,ALPHA-TOP CORPORATION
0050ef,SPE Systemhaus GmbH
5098,"GLOBALOOP, LTD."
0050bc,HAMMER STORAGE SOLUTIONS
9071,Applied Innovation Inc.
00507d,IFP
5097,MMC-EMBEDDED COMPUTERTECHNIK GmbH
5010,"NovaNET Learning, Inc."
00509a,TAG ELECTRONIC SYSTEMS
00905d,NETCOM SICHERHEITSTECHNIK GMBH
0090d1,"LEICHU ENTERPRISE CO., LTD."
9046,"DEXDYNE, LTD."
0090da,"DYNARC, INC."
5007,SIEMENS TELECOMMUNICATION SYSTEMS LIMITED
5022,"ZONET TECHNOLOGY, INC."
5040,"Panasonic Electric Works Co., Ltd."
0090fb,"PORTWELL, INC."
9094,"OSPREY TECHNOLOGIES, INC."
0090b3,AGRANAT SYSTEMS
0050ec,OLICOM A/S
0050c9,MASPRO DENKOH CORP.
5069,PixStream Incorporated
0090c7,ICOM INC.
9035,"ALPHA TELECOM, INC."
00907a,"Spectralink, Inc"
0090f0,Harmonic Video Systems Ltd.
9020,PHILIPS ANALYTICAL X-RAY B.V.
0010a3,"OMNITRONIX, INC."
0010ad,"SOFTRONICS USB, INC."
00904f,"ABB POWER T&D COMPANY, INC."
9060,SYSTEM CREATE CORP.
9013,SAMSAN CORP.
9085,"GOLDEN ENTERPRISES, INC."
0090dc,TECO INFORMATION SYSTEMS
9000,DISTRIBUTED PROCESSING TECHNOLOGY
0010a7,UNEX TECHNOLOGY CORPORATION
0010d5,"IMASDE CANARIAS, S.A."
1055,"FUJITSU MICROELECTRONICS, INC."
1052,METTLER-TOLEDO (ALBSTADT) GMBH
00106b,"SONUS NETWORKS, INC."
0010c3,CSI-CONTROL SYSTEMS
00900f,"KAWASAKI HEAVY INDUSTRIES, LTD"
0090ea,"ALPHA TECHNOLOGIES, INC."
9077,ADVANCED FIBRE COMMUNICATIONS
9099,"ALLIED TELESIS, K.K."
9055,PARKER HANNIFIN CORPORATION COMPUMOTOR DIVISION
90,SYSTRAN CORP.
9022,IVEX
9016,ZAC
0090ff,TELLUS TECHNOLOGY INC.
00903e,N.V. PHILIPS INDUSTRIAL ACTIVITIES
0090ba,"VALID NETWORKS, INC."
9018,"ITO ELECTRIC INDUSTRY CO, LTD."
0090cd,"ENT-EMPRESA NACIONAL DE TELECOMMUNICACOES, S.A."
0090d0,Thomson Telecom Belgium
00909b,MARKEM-IMAJE
00903c,ATLANTIC NETWORK SYSTEMS
0090a7,CLIENTEC CORPORATION
00905c,EDMI
90000,AVEX ELECTRONICS INC.
9053,"DAEWOO ELECTRONICS CO., LTD."
0090a9,WESTERN DIGITAL
0090f3,ASPECT COMMUNICATIONS
1051,CMICRO CORPORATION
1037,"CYQ've Technology Co., Ltd."
00101b,"CORNET TECHNOLOGY, INC."
0010dc,"MICRO-STAR INTERNATIONAL CO., LTD."
00100a,WILLIAMS COMMUNICATIONS GROUP
1032,ALTA TECHNOLOGY
1080,METAWAVE COMMUNICATIONS
00101e,MATSUSHITA ELECTRONIC INSTRUMENTS CORP.
00104d,"SURTEC INDUSTRIES, INC."
1033,"ACCESSLAN COMMUNICATIONS, INC."
0010f4,Vertical Communications
1077,"SAF DRIVE SYSTEMS, LTD."
0010b3,NOKIA MULTIMEDIA TERMINALS
1091,NO WIRES NEEDED BV
0010dd,"ENABLE SEMICONDUCTOR, INC."
1078,"NUERA COMMUNICATIONS, INC."
00107a,"AmbiCom, Inc."
00102d,HITACHI SOFTWARE ENGINEERING
1012,PROCESSOR SYSTEMS (I) PVT LTD
1015,OOmon Inc.
0010b9,MAXTOR CORP.
00105d,Draeger Medical
00e07f,LOGISTISTEM s.r.l.
0,"EASTERN ELECTRONIC CO., LTD."
00e0bd,"INTERFACE SYSTEMS, INC."
00e0fd,"A-TREND TECHNOLOGY CO., LTD."
00e06d,COMPUWARE CORPORATION
00e06e,FAR SYSTEMS S.p.A.
00e0bb,NBX CORPORATION
00e08a,"GEC AVERY, LTD."
0,"Emerson Network Power, Avocent Division"
00e01b,"SPHERE COMMUNICATIONS, INC."
0,PROXIMA CORPORATION
00e09c,MII
00e0e9,"DATA LABS, INC."
00e00c,MOTOROLA
00e00a,"DIBA, INC."
00e0c5,BCOM ELECTRONICS INC.
00e0ee,MAREL HF
00e08e,UTSTARCOM
00e03f,JATON CORPORATION
00e0d4,EXCELLENT COMPUTER
00e0a4,ESAOTE S.p.A.
0,JAYCOR
00e0de,DATAX NV
00e0e8,GRETACODER Data Systems AG
0,RAPID CITY COMMUNICATIONS
00e0ea,"INNOVAT COMMUNICATIONS, INC."
0,SAMSUNG ELECTRONICS
0,TECHNICAL CORP.
00e0c1,"MEMOREX TELEX JAPAN, LTD."
0,COMPULITE R&D
00e0a5,"ComCore Semiconductor, Inc."
0,HEIWA CORPORATION
00e0c9,AutomatedLogic Corporation
00e0a9,"FUNAI ELECTRIC CO., LTD."
0060a5,PERFORMANCE TELECOM CORP.
0060a1,"VPNet, Inc."
6027,Superior Modular Products
0060bc,"KeunYoung Electronics & Communication Co., Ltd."
00602e,CYCLADES CORPORATION
6074,QSC LLC
6076,SCHLUMBERGER TECHNOLOGIES RETAIL PETROLEUM SYSTEMS
00e0c4,"HORNER ELECTRIC, INC."
0,SHIMADZU CORPORATION
0,EXXACT GmbH
00607f,"AURORA TECHNOLOGIES, INC."
0,STANDARD MICROSYSTEMS CORP.
0060ea,StreamLogic
6029,CARY PERIPHERALS INC.
0060a8,TIDOMAT AB
0060fc,CONSERVATION THROUGH INNOVATION LTD.
6018,STELLAR ONE CORPORATION
0060f9,DIAMOND LANE COMMUNICATIONS
0060b6,"LAND COMPUTER CO., LTD."
00606c,ARESCOM
00601b,MESA ELECTRONICS
60000,ARBIN INSTRUMENTS
6071,"MIDAS LAB, INC."
0060d4,ELDAT COMMUNICATION LTD.
6061,WHISTLE COMMUNICATIONS CORP.
6005,FEEDBACK DATA LTD.
0060d9,TRANSYS NETWORKS INC.
00601f,STALLION TECHNOLOGIES
00a05a,KOFAX IMAGE PRODUCTS
00a052,STANILITE ELECTRONICS PTY. LTD
00a05e,MYRIAD LOGIC INC.
00a095,"ACACIA NETWORKS, INC."
00a0f2,"INFOTEK COMMUNICATIONS, INC."
00a0df,"STS TECHNOLOGIES, INC."
00a094,COMSAT CORPORATION
00600a,SORD COMPUTER CORPORATION
0060a4,GEW Technologies (PTY)Ltd
6064,NETCOMM LIMITED
0060c5,ANCOT CORP.
0060a9,GESYTEC MBH
0060f2,"LASERGRAPHICS, INC."
0060c3,NETVISION CORPORATION
00a099,K-NET LTD.
00a0ec,TRANSMITTON LTD.
00a028,CONNER PERIPHERALS
00a09e,ICTV
6081,TV/COM INTERNATIONAL
00a005,"DANIEL INSTRUMENTS, LTD."
00a053,"COMPACT DEVICES, INC."
00a069,"Symmetricom, Inc."
00a07a,"ADVANCED PERIPHERALS TECHNOLOGIES, INC."
00a04e,"VOELKER TECHNOLOGIES, INC."
00a067,NETWORK SERVICES GROUP
00a0e0,TENNYSON TECHNOLOGIES PTY LTD
00609b,"AstroNova, Inc"
0060db,NTP ELEKTRONIK A/S
6052,"PERIPHERALS ENTERPRISE CO., Ltd."
0060b2,PROCESS CONTROL CORP.
00a020,CITICORP/TTI
6082,"NOVALINK TECHNOLOGIES, INC."
600000000,RANDATA
6054,CONTROLWARE GMBH
0060c2,MPL AG
00a0ef,LUCIDATA LTD.
00a0ce,Ecessa
00a0ab,NETCS INFORMATIONSTECHNIK GMBH
00a0d8,SPECTRA - TEK
00a080,Tattile SRL 
00a02b,TRANSITIONS RESEARCH CORP.
00a0e8,REUTERS HOLDINGS PLC
00a008,NETCORP
00a0fa,Marconi Communication GmbH
00a0cb,"ARK TELECOMMUNICATIONS, INC."
00a0bb,HILAN GMBH
00a091,APPLICOM INTERNATIONAL
00a0a5,"TEKNOR MICROSYSTEME, INC."
00a017,J B M CORPORATION
00a0fd,"SCITEX DIGITAL PRINTING, INC."
00a00f,Broadband Technologies
00a002,LEEDS & NORTHRUP AUSTRALIA PTY LTD
00a0e4,OPTIQUEST
00a0ee,NASHOBA NETWORKS
00a066,"ISA CO., LTD."
20000,MCD KENCOM CORPORATION
2013,"DIVERSIFIED TECHNOLOGY, INC."
0020ab,MICRO INDUSTRIES CORP.
00208d,CMD TECHNOLOGY
0020dd,Cybertec Pty Ltd
20000000,LIDKOPING MACHINE TOOLS AB
00a025,REDCOM LABS INC.
00a0a2,B810 S.R.L.
00a050,CYPRESS SEMICONDUCTOR
00a0dd,AZONIX CORPORATION
00a001,DRS Signal Solutions
00a075,"MICRON TECHNOLOGY, INC."
00a009,WHITETREE NETWORK
00a00c,"KINGMAX TECHNOLOGY, INC."
00a0c3,UNICOMPUTER GMBH
00a00a,Airspan
00a0e7,CENTRAL DATA CORPORATION
00a034,AXEL
00a054,Private
0020b7,NAMAQUA COMPUTERWARE
2073,FUSION SYSTEMS CORPORATION
2035,IBM Corp
00207a,"WiSE Communications, Inc."
00203e,"LogiCan Technologies, Inc."
2058,ALLIED SIGNAL INC.
00205a,COMPUTER IDENTICS
2000,"LEXMARK INTERNATIONAL, INC."
2086,MICROTECH ELECTRONICS LIMITED
2023,T.C. TECHNOLOGIES PTY. LTD
0020b2,GKD Gesellschaft Fur Kommunikation Und Datentechnik
2052,RAGULA SYSTEMS
0020fc,MATROX
0020fe,TOPWARE INC. / GRAND COMPUTER
00201d,KATANA PRODUCTS
2046,"CIPRICO, INC."
2026,"AMKLY SYSTEMS, INC."
2065,SUPERNET NETWORKING INC.
2019,OHLER GMBH
00202a,N.V. DZINE
2083,PRESTICOM INCORPORATED
00208e,CHEVIN SOFTWARE ENG. LTD.
00209b,ERSAT ELECTRONIC GMBH
00201c,"EXCEL, INC."
00209e,"BROWN'S OPERATING SYSTEM SERVICES, LTD."
2097,APPLIED SIGNAL TECHNOLOGY
00207f,"KYOEI SANGYO CO., LTD."
0020c9,VICTRON BV
2077,KARDIOS SYSTEMS CORP.
0020d3,OST (OUEST STANDARD TELEMATIQU
0020f6,"NET TEK  AND KARLNET, INC."
0020c6,NECTEC
0020b0,"GATEWAY DEVICES, INC."
00205b,"Kentrox, LLC"
00c0aa,SILICON VALLEY COMPUTER
00c066,"DOCUPOINT, INC."
00c02d,"FUJI PHOTO FILM CO., LTD."
00c0f2,TRANSITION NETWORKS
00c0bd,"INEX TECHNOLOGIES, INC."
00c088,EKF ELEKTRONIK GMBH
00c031,"DESIGN RESEARCH SYSTEMS, INC."
701,RACAL-DATACOM
00c09c,HIOKI E.E. CORPORATION
00c097,ARCHIPEL SA
00c004,JAPAN BUSINESS COMPUTER CO.LTD
2008,CABLE & COMPUTER TECHNOLOGY
00c00b,NORCONTROL A.S.
00c060,ID SCANDINAVIA AS
00c0c9,ELSAG BAILEY PROCESS
00c048,BAY TECHNICAL ASSOCIATES
00c00e,"PSITECH, INC."
00c0fd,PROSUM
00c076,I-DATA INTERNATIONAL A-S
00c046,Blue Chip Technology Ltd
00c014,"TELEMATICS CALABASAS INT'L,INC"
00aa3c,OLIVETTI TELECOM SPA (OLTECO)
00c011,INTERACTIVE COMPUTING DEVICES
00c03e,FA. GEBR. HELLER GMBH
00c09e,"CACHE COMPUTERS, INC."
00c0ac,GAMBIT COMPUTER COMMUNICATIONS
00c034,TRANSACTION NETWORK
00c093,ALTA RESEARCH CORP.
00c02c,"CENTRUM COMMUNICATIONS, INC."
00c02b,GERLOFF GESELLSCHAFT FUR
00c054,"NETWORK PERIPHERALS, LTD."
00c022,"LASERMASTER TECHNOLOGIES, INC."
00c025,DATAPRODUCTS CORPORATION
00c0df,KYE Systems Corp.
00c0f5,"METACOMP, INC."
00c091,"JABIL CIRCUIT, INC."
00c049,"U.S. ROBOTICS, INC."
00c09d,"DISTRIBUTED SYSTEMS INT'L, INC"
4077,MAXTON TECHNOLOGY CORPORATION
400000000,ARNOS INSTRUMENTS & COMPUTER
4087,UBITREX CORPORATION
4007,TELMAT INFORMATIQUE
00407b,SCIENTIFIC ATLANTA
00402c,"ISIS DISTRIBUTED SYSTEMS, INC."
0040cc,SILCOM MANUF'G TECHNOLOGY INC.
00c0e9,"OAK SOLUTIONS, LTD."
00c0c5,SID INFORMATICA
00c051,ADVANCED INTEGRATION RESEARCH
00c085,"ELECTRONICS FOR IMAGING, INC."
00c0b2,NORAND CORPORATION
4073,BASS ASSOCIATES
00407d,EXTENSION TECHNOLOGY CORP.
00404d,TELECOMMUNICATIONS TECHNIQUES
00400d,"LANNET DATA COMMUNICATIONS,LTD"
4019,"AEON SYSTEMS, INC."
0040be,BOEING DEFENSE & SPACE
00406e,"COROLLARY, INC."
00c0fb,ADVANCED TECHNOLOGY LABS
0040cf,"STRAWBERRY TREE, INC."
4076,Sun Conversion Technologies
00405b,FUNASSET LIMITED
00405d,"STAR-TEK, INC."
4008,A PLUS INFO CORPORATION
0040b5,VIDEO TECHNOLOGY COMPUTERS LTD
4012,"WINDATA, INC."
0040d5,Sartorius Mechatronics T&H GmbH 
0040bf,CHANNEL SYSTEMS INTERN'L INC.
00c0a0,"ADVANCE MICRO RESEARCH, INC."
00c010,HIRAKAWA HEWTECH CORP.
00c037,DYNATEM
4083,TDA INDUSTRIA DE PRODUTOS
4010,"SONIC SYSTEMS, INC."
0040ca,"FIRST INTERNAT'L COMPUTER, INC"
00401e,ICC
00409a,"NETWORK EXPRESS, INC."
4094,"SHOGRAPHICS, INC."
4055,METRONIX GMBH
4027,"SMC MASSACHUSETTS, INC."
4045,TWINHEAD CORPORATION
4000,"MESA RIDGE TECHNOLOGIES, INC."
00408c,AXIS COMMUNICATIONS AB
0040c4,KINKEI SYSTEM CORPORATION
00408b,RAYLAN CORPORATION
0040ef,"HYPERCOM, INC."
4093,PAXDATA NETWORKS LTD.
4085,SAAB INSTRUMENTS AB
4023,LOGIC CORPORATION
0040a4,ROSE ELECTRONICS
4022,"KLEVER COMPUTERS, INC."
4074,CABLE AND WIRELESS
0040b8,IDEA ASSOCIATES
4000000000,"CHARLES RIVER DATA SYSTEMS,INC"
0040c0,VISTA CONTROLS CORPORATION
0080d7,Fantum Engineering
00807a,AITECH SYSTEMS LTD.
0080dc,PICKER INTERNATIONAL
00802b,INTEGRATED MARKETING CO
8001,PERIPHONICS CORPORATION
8097,CENTRALP AUTOMATISMES
8041,VEB KOMBINAT ROBOTRON
8080,DATAMEDIA CORPORATION
4028,NETCOMM LIMITED
0040cb,LANWAN TECHNOLOGIES
0040b2,SYSTEMFORSCHUNG
40000000,C.A.E.N.
8088,"VICTOR COMPANY OF JAPAN, LTD."
0080d8,NETWORK PERIPHERALS INC.
4015,ASCOM INFRASYS AG
8056,SPHINX Electronics GmbH & Co KG
0040f0,"MicroBrain,Inc."
4089,MEIDENSHA CORPORATION
8098,TDK CORPORATION
00803f,TATUNG COMPANY
80000000,"PEER NETWORKS, INC."
80,"XTP SYSTEMS, INC."
8095,BASIC MERTON HANDELSGES.M.B.H.
0080ae,HUGHES NETWORK SYSTEMS
0080db,GRAPHON CORPORATION
8031,"BASYS, CORP."
00803a,"VARITYPER, INC."
00801c,NEWPORT SYSTEMS SOLUTIONS
00809e,DATUS GMBH
8071,SAI TECHNOLOGY
8082,PEP MODULAR COMPUTERS GMBH
8039,ALCATEL STC AUSTRALIA
8023,INTEGRATED BUSINESS NETWORKS
00806b,SCHMID TELECOMMUNICATION
8059,"STANLEY ELECTRIC CO., LTD"
0080ca,NETCOM RESEARCH INCORPORATED
0080d5,CADRE TECHNOLOGIES
00801b,KODIAK TECHNOLOGY
0080d3,SHIVA CORP.
0080b3,AVAL DATA CORPORATION
0080a1,"MICROTEST, INC."
0080a9,CLEARPOINT RESEARCH
8008,DYNATECH COMPUTER SYSTEMS
0,IN2 GROUPE INTERTECHNIQUE
94,ASANTE TECHNOLOGIES
90,MICROCOM
47,NICOLET INSTRUMENTS CORP.
0080bf,TAKAOKA ELECTRIC MFG. CO. LTD.
8017,PFU LIMITED
0080f8,"MIZAR, INC."
8013,THOMAS-CONRAD CORPORATION
00806e,NIPPON STEEL CORPORATION
8010,COMMODORE INTERNATIONAL
8047,IN-NET CORP.
8067,SQUARE D COMPANY
8045,MATSUSHITA ELECTRIC IND. CO
8020,NETWORK PRODUCTS
8070,COMPUTADORAS MICRON
70,HCL LIMITED
00008f,Raytheon
51,HOB ELECTRONIC GMBH & CO. KG
0000a7,NETWORK COMPUTING DEVICES INC.
0080f9,HEURIKON CORPORATION
20,DATAINDUSTRIER DIAB AB
00007a,DANA COMPUTER INC.
45,FORD AEROSPACE & COMM. CORP.
00009c,ROLM MIL-SPEC COMPUTERS
00007c,AMPERE INCORPORATED
68,ROSEMOUNT CONTROLS
0,"ISICAD, INC."
00009f,AMERISTAR TECHNOLOGIES INC.
0,INTEGRATED MICRO PRODUCTS LTD
0000a1,MARQUETTE ELECTRIC CO.
0000f5,DIAMOND SALES LIMITED
00005c,TELEMATICS INTERNATIONAL INC.
0000ac,CONWARE COMPUTER CONSULTING
30,VG LABORATORY SYSTEMS LTD
35,SPECTRAGRAPHICS CORPORATION
21,SUREMAN COMP. & COMMUN. CORP.
74,RICOH COMPANY LTD.
0000f1,MAGNA COMPUTER CORPORATION
54,Schneider Electric
26,"SHA-KEN CO., LTD."
0000b6,MICRO-MATIC RESEARCH
82,LECTRA SYSTEMES SA
00002b,"CRISP AUTOMATION, INC"
14,NETRONIX
72,MINIWARE TECHNOLOGY
00008d,Cryptek Inc.
00003b,"i Controls, Inc."
00008b,INFOTRON
46,OLIVETTI NORTH AMERICA
98,CROSSCOMM CORPORATION
0000c6,EON SYSTEMS
0000ad,BRUKER INSTRUMENTS INC.
0000d3,WANG LABORATORIES INC.
0000d0,DEVELCON ELECTRONICS LTD.
93,PROTEON INC.
08005d,GOULD INC.
08005b,VTA TECHNOLOGIES INC.
80057,Evans & Sutherland
80071,MATRA (DSIE)
08006c,SUNTEK TECHNOLOGY INT'L
80067,ComDesign
0000b3,CIMLINC INCORPORATED
08008c,NETWORK RESEARCH CORPORATION
80026,NORSK DATA A.S.
80025,CONTROL DATA
80011,TEKTRONIX INC.
80081,ASTECH INC.
08002d,LAN-TEC INC.
040ae0,XMIT AG COMPUTER NETWORKS
00dd00,UNGERMANN-BASS INC.
0000aa,XEROX CORPORATION
100000,Private
0000d7,DARTMOUTH COLLEGE
80017,NATIONAL SEMICONDUCTOR
08001d,ABLE COMMUNICATIONS INC.
00dd0b,UNGERMANN-BASS INC.
aa0004,DIGITAL EQUIPMENT CORPORATION
08000c,MIKLYN DEVELOPMENT CO.
00dd05,UNGERMANN-BASS INC.
80003,ADVANCED COMPUTER COMM.
00dd0f,UNGERMANN-BASS INC.
1,XEROX CORPORATION
00dd03,UNGERMANN-BASS INC.
301d49,Firmus Technologies Pty Ltd
800794,"Samsung Electronics Co.,Ltd"
f43c3b,HUNAN FN-LINK TECHNOLOGY LIMITED
74d7ca,"Panasonic Automotive Systems Co.,Ltd"
00181c,VITEC
6828cf,"Aruba, a Hewlett Packard Enterprise Company"
401482,"Cisco Systems, Inc"
98fbf5,ATRALTECH
90395f,Amazon Technologies Inc.
989f1e,"HUAWEI TECHNOLOGIES CO.,LTD"
944788,"HUAWEI TECHNOLOGIES CO.,LTD"
5412cb,"HUAWEI TECHNOLOGIES CO.,LTD"
743357,"vivo Mobile Communication Co., Ltd."
c81337,Juniper Networks
ac416a,Amazon Technologies Inc.
8ceefd,zte corporation
c04943,zte corporation
58cdc9,CLOUD NETWORK TECHNOLOGY SINGAPORE PTE. LTD.
246c84,"Cisco Systems, Inc"
90eb50,"Cisco Systems, Inc"
3c2ef5,Silicon Laboratories
609532,Zebra Technologies Inc.
d4e95e,Texas Instruments
1015c1,"Zhanzuo (Beijing) Technology Co., Ltd."
8cf3e7,solidotech
bcf499,Rockwell Automation
ac00f9,BizLink Technology (S.E.A) Sdn. Bhd.
681a7c,"Sichuan Tianyi Comheart Telecom Co.,LTD"
28ef01,Amazon Technologies Inc.
d452c7,"Beijing L&S Lancom Platform Tech. Co., Ltd."
d4b680,"Shanghai Linkyum Microeletronics Co.,Ltd"
903c1d,"HISENSE VISUAL TECHNOLOGY CO.,LTD"
b0fb15,Laird Connectivity
cc3adf,Neptune Technology Group Inc.
68ec8a,IKEA of Sweden AB
c068cc,"Shenzhen Skyworth Digital  Technology  CO., Ltd"
24e8e5,"Shenzhen Skyworth Digital  Technology  CO., Ltd"
04ab08,"Shenzhen Skyworth Digital  Technology  CO., Ltd"
e8d52b,"Google, Inc."
e8f8d0,"Nokia Shanghai Bell Co., Ltd."
408e2c,Microsoft Corporation
90a7bf,EM Microelectronic
80ee25,"Shenzhen Skyworth Digital  Technology  CO., Ltd"
10600000,"Shenzhen Skyworth Digital  Technology  CO., Ltd"
84900,"Apple, Inc."
10bd3a,"Apple, Inc."
184a53,"Apple, Inc."
109f41,"Apple, Inc."
7072fe,"Apple, Inc."
04ce09,"Shenzhen Skyworth Digital  Technology  CO., Ltd"
40679b,"Shenzhen Skyworth Digital  Technology  CO., Ltd"
2cc253,"Apple, Inc."
6885a4,"GUANGDONG OPPO MOBILE TELECOMMUNICATIONS CORP.,LTD"
7430af,"Fiberhome Telecommunication Technologies Co.,LTD"
28bef3,"FUJIAN STAR-NET COMMUNICATION CO.,LTD"
e0cb19,Nokia
848f69,Dell Inc.
549f35,Dell Inc.
b456fa,IOPSYS Software Solutions
80c45d,IPG Laser GmbH
68f63b,Amazon Technologies Inc.
111111,Private
845a3e,"Cisco Systems, Inc"
b0216f,"HUAWEI TECHNOLOGIES CO.,LTD"
94df34,"HUAWEI TECHNOLOGIES CO.,LTD"
b82a72,Dell Inc.
bc305b,Dell Inc.
0023ae,Dell Inc.
d4bed9,Dell Inc.
ecf4bb,Dell Inc.
b8ca3a,Dell Inc.
000d56,Dell Inc.
902aee,Xiaomi Communications Co Ltd
d8478f,Microchip Technology Inc.
94988f,Sagemcom Broadband SAS
f07b65,Sagemcom Broadband SAS
24e4ce,"Kaonmedia CO., LTD."
40fafe,"Motorola Mobility LLC, a Lenovo Company"
201c3a,"Nintendo Co.,Ltd"
249038,Universal Biosensors Pty Ltd
f8edae,"MOBIWIRE MOBILES(NINGBO) CO.,LTD"
00e60e,"Extreme Networks, Inc."
14c35e,FibRSol Global Network Limited
880894,Skullcandy
f40270,Dell Inc.
3448ed,Dell Inc.
70b5e8,Dell Inc.
b8cb29,Dell Inc.
34735a,Dell Inc.
c025a5,Dell Inc.
e8b5d0,Dell Inc.
a44cc8,Dell Inc.
e4f004,Dell Inc.
20040f,Dell Inc.
8cec4b,Dell Inc.
544810,Dell Inc.
a89969,Dell Inc.
89204,Dell Inc.
001d09,Dell Inc.
d87a3b,Silicon Laboratories
a8c56f,"GUANGDONG OPPO MOBILE TELECOMMUNICATIONS CORP.,LTD"
ac7a94,"GUANGDONG OPPO MOBILE TELECOMMUNICATIONS CORP.,LTD"
04da28,"Chongqing Zhouhai Intelligent Technology Co., Ltd"
0c014b,zte corporation
74d6e5,"Huawei Device Co., Ltd."
34afa3,Recogni Inc
6c0370,"Extreme Networks, Inc."
dc9eab,"Chongqing Yipingfang Technology Co., Ltd."
4891d5,"Cisco Systems, Inc"
d8e35e,LG Innotek
786829,eero inc.
14a417,"Shenzhen Belon Technology CO.,LTD"
60489c,"YIPPEE ELECTRONICS CO.,LIMITED"
20f597,"Maasiv, LLC"
988cb3,"Sichuan Tianyi Comheart Telecom Co.,LTD"
3c0cdb,"UNION MAN TECHNOLOGY CO.,LTD"
f4d9c6,"UNION MAN TECHNOLOGY CO.,LTD"
489ecb,Hewlett Packard Enterprise
5c2167,Rockwell Automation
cc4740,AzureWave Technology Inc.
2029b9,"Ikotek technology SH Co., Ltd"
6c8f4e,"Chongqing Yipingfang Technology Co., Ltd."
c82b6b,"shenzhen worldelite electronics co., LTD"
1814ae,Nokia
c0613d,"BioIntelliSense, Inc."
1491,Daniels Electronics Ltd. dba Codan Radio Communications
200bc5,"Cisco Systems, Inc"
90e95e,"Cisco Systems, Inc"
2857be,"Hangzhou Hikvision Digital Technology Co.,Ltd."
1868cb,"Hangzhou Hikvision Digital Technology Co.,Ltd."
9c65fa,AcSiP
882508,"Meta Platforms Technologies, LLC"
e01ffc,"Motorola (Wuhan) Mobility Technologies Communication Co., Ltd."
bcbac2,"Hangzhou Hikvision Digital Technology Co.,Ltd."
accb51,"Hangzhou Hikvision Digital Technology Co.,Ltd."
5850ed,"Hangzhou Hikvision Digital Technology Co.,Ltd."
1012fb,"Hangzhou Hikvision Digital Technology Co.,Ltd."
4cf5dc,"Hangzhou Hikvision Digital Technology Co.,Ltd."
988b0a,"Hangzhou Hikvision Digital Technology Co.,Ltd."
304f75,DZS Inc.
d096fb,DZS Inc.
147,DZS Inc.
271,DZS Inc.
807c62,"Hangzhou Hikvision Digital Technology Co.,Ltd."
bc9b5e,"Hangzhou Hikvision Digital Technology Co.,Ltd."
80beaf,"Hangzhou Hikvision Digital Technology Co.,Ltd."
40312,"Hangzhou Hikvision Digital Technology Co.,Ltd."
0418d6,Ubiquiti Inc
24a43c,Ubiquiti Inc
44d9e7,Ubiquiti Inc
c4678b,Alphabet Capital Sdn Bhd
60f04d,"Honor Device Co., Ltd."
5c628b,TP-Link Corporation Limited
d43a2f,SHENZHEN MTC CO LTD
14abec,"Aruba, a Hewlett Packard Enterprise Company"
1900,Juniper Networks
2688,Juniper Networks
d021f9,Ubiquiti Inc
70a741,Ubiquiti Inc
4881d4,"Ruijie Networks Co.,LTD"
9c84b6,"Shenzhen iComm Semiconductor CO.,LTD"
34ca81,"New H3C Intelligence Terminal Co., Ltd."
60030c,"Shenzhen YOUHUA Technology Co., Ltd	"
280c2d,"QUALVISION TECHNOLOGY CO.,LTD"
8867dc,"HUAWEI TECHNOLOGIES CO.,LTD"
40410d,"HUAWEI TECHNOLOGIES CO.,LTD"
5c8b6b,Amazon Technologies Inc.
f01c2d,Juniper Networks
64649b,Juniper Networks
9069,Juniper Networks
80acac,Juniper Networks
2c2131,Juniper Networks
9ccc83,Juniper Networks
0c8610,Juniper Networks
544b8c,Juniper Networks
307c5e,Juniper Networks
44aa50,Juniper Networks
e8b6c2,Juniper Networks
e4fc82,Juniper Networks
b8c253,Juniper Networks
045c6c,Juniper Networks
